"Ticker","Name","Sector","Asset Class","Market Value","Weight (%)","Notional Value","Quantity","Price","Location","Exchange","Currency","FX Rate","Accrual Date"
"7911","TOPPAN HOLDINGS INC","Industrials","Equity","579674.91","0.0072","579674.91","21600","26.84","Japan","Tokyo Stock Exchange","USD","160.265","--"
"IPN","IPSEN SA","Health Care","Equity","578758.44","0.00719","578758.44","3173","182.4","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"WISE","WISE PLC CLASS A","Financials","Equity","578172.49","0.00718","578172.49","52289","11.06","United Kingdom","London Stock Exchange","USD","0.74702","--"
"DKK","DKK CASH","Cash and/or Derivatives","Cash","576207.06","0.00716","576207.06","3725899","15.46","Denmark","--","USD","6.46625","--"
"7202","ISUZU MOTORS LTD","Consumer Discretionary","Equity","575951.08","0.00715","575951.08","42400","13.58","Japan","Tokyo Stock Exchange","USD","160.265","--"
"4755","RAKUTEN GROUP INC","Consumer Discretionary","Equity","568280.91","0.00706","568280.91","120200","4.73","Japan","Tokyo Stock Exchange","USD","160.265","--"
"7309","SHIMANO INC","Consumer Discretionary","Equity","566917.29","0.00704","566917.29","5800","97.74","Japan","Tokyo Stock Exchange","USD","160.265","--"
"G24","SCOUT24 N","Communication","Equity","566403.02","0.00703","566403.02","6456","87.73","Germany","Xetra","USD","0.86513","--"
"GET","GETLINK","Industrials","Equity","563213.94","0.007","563213.94","26728","21.07","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"CRBG","COREBRIDGE FINANCIAL INC","Financials","Equity","563361.64","0.007","563361.64","20974","26.86","United States","NYSE","USD","1","--"
"T","TELUS","Communication","Equity","563536.09","0.007","563536.09","45652","12.34","Canada","Toronto Stock Exchange","USD","1.39175","--"
"9843","NITORI HOLDINGS LTD","Consumer Discretionary","Equity","556942.56","0.00692","556942.56","33600","16.58","Japan","Tokyo Stock Exchange","USD","160.265","--"
"6823","HKT TRUST AND HKT UNITS LTD","Communication","Equity","556115.31","0.00691","556115.31","364000","1.53","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"ASX","ASX LTD","Financials","Equity","552957.44","0.00687","552957.44","16378","33.76","Australia","Asx - All Markets","USD","1.41223","--"
"LHA","DEUTSCHE LUFTHANSA AG","Industrials","Equity","553125.5","0.00687","553125.5","56724","9.75","Germany","Xetra","USD","0.86513","--"
"KESKOB","KESKO CLASS B","Consumer Staples","Equity","552275.13","0.00686","552275.13","22817","24.2","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.86513","--"
"ELISA","ELISA","Communication","Equity","550622.67","0.00684","550622.67","12005","45.87","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.86513","--"
"SPX","SPIRAX GROUP PLC","Industrials","Equity","547775.58","0.0068","547775.58","6000","91.3","United Kingdom","London Stock Exchange","USD","0.74702","--"
"SCA B","SVENSKA CELLULOSA B","Materials","Equity","547833.85","0.0068","547833.85","50603","10.83","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"12","HENDERSON LAND DEVELOPMENT LTD","Real Estate","Equity","544053.81","0.00676","544053.81","153000","3.56","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"BEIJ B","BEIJER REF CLASS B","Industrials","Equity","539928.03","0.00671","539928.03","40063","13.48","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"INDU A","INDUSTRIVARDEN A","Financials","Equity","539519.4","0.0067","539519.4","9967","54.13","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"ZAL","ZALANDO","Consumer Discretionary","Equity","536247.35","0.00666","536247.35","18828","28.48","Germany","Xetra","USD","0.86513","--"
"IVN","IVANHOE MINES LTD CLASS A","Materials","Equity","535183.98","0.00665","535183.98","66802","8.01","Canada","Toronto Stock Exchange","USD","1.39175","--"
"1308","SITC INTERNATIONAL HOLDINGS LTD","Industrials","Equity","535760.1","0.00665","535760.1","120000","4.46","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"7259","AISIN CORP","Consumer Discretionary","Equity","534325.02","0.00664","534325.02","35800","14.93","Japan","Tokyo Stock Exchange","USD","160.265","--"
"2801","KIKKOMAN CORP","Consumer Staples","Equity","534397.4","0.00664","534397.4","59600","8.97","Japan","Tokyo Stock Exchange","USD","160.265","--"
"HARL","HAREL INSURANCE INVESTMENTS & FINA","Financials","Equity","532924.85","0.00662","532924.85","9405","56.66","Israel","Tel Aviv Stock Exchange","USD","2.92955","--"
"SHL","SONIC HEALTHCARE LTD","Health Care","Equity","531188.24","0.0066","531188.24","38788","13.69","Australia","Asx - All Markets","USD","1.41223","--"
"QAN","QANTAS AIRWAYS LTD","Industrials","Equity","531364.93","0.0066","531364.93","81655","6.51","Australia","Asx - All Markets","USD","1.41223","--"
"EMSN","EMS-CHEMIE HOLDING AG","Materials","Equity","530722.16","0.00659","530722.16","606","875.78","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"CTC.A","CANADIAN TIRE LTD CLASS A","Consumer Discretionary","Equity","528512.42","0.00656","528512.42","4118","128.34","Canada","Toronto Stock Exchange","USD","1.39175","--"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Equity","523969.32","0.00651","523969.32","2306","227.22","United States","NASDAQ","USD","1","--"
"SGH","SGH LTD","Industrials","Equity","523410.07","0.0065","523410.07","17633","29.68","Australia","Asx - All Markets","USD","1.41223","--"
"P911","DR ING HC F PORSCHE PRF AG","Consumer Discretionary","Equity","523563.47","0.0065","523563.47","9666","54.17","Germany","Xetra","USD","0.86513","--"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Health Care","Equity","521459.55","0.00648","521459.55","8898","58.6","Italy","Borsa Italiana","USD","0.86513","--"
"8951","NIPPON BUILDING FUND REIT INC","Real Estate","Equity","521511.25","0.00648","521511.25","700","745.02","Japan","Tokyo Stock Exchange","USD","160.265","--"
"WTC","WISETECH GLOBAL LTD","Information Technology","Equity","520715.72","0.00647","520715.72","18472","28.19","Australia","Asx - All Markets","USD","1.41223","--"
"HAG","HENSOLDT AG","Industrials","Equity","521237.75","0.00647","521237.75","5724","91.06","Germany","Xetra","USD","0.86513","--"
"4612","NIPPON PAINT HOLDINGS LTD","Materials","Equity","512496.18","0.00637","512496.18","84000","6.1","Japan","Tokyo Stock Exchange","USD","160.265","--"
"BARN","BARRY CALLEBAUT AG","Consumer Staples","Equity","512555.56","0.00637","512555.56","358","1431.72","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"AMUN","AMUNDI SA","Financials","Equity","511710.98","0.00636","511710.98","5199","98.42","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"RNO","RENAULT SA","Consumer Discretionary","Equity","511639.6","0.00635","511639.6","16510","30.99","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"CEN","CONTACT ENERGY LTD","Utilities","Equity","502366.89","0.00624","502366.89","89829","5.59","New Zealand","New Zealand Exchange Ltd","USD","1.71659","--"
"JMT","JERONIMO MARTINS SA","Consumer Staples","Equity","498094.6","0.00619","498094.6","24318","20.48","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.86513","--"
"REA","REA GROUP LTD","Communication","Equity","496256.68","0.00616","496256.68","4413","112.45","Australia","Asx - All Markets","USD","1.41223","--"
"1038","CHEUNG KONG INFRASTRUCTURE HOLDING","Utilities","Equity","491675.02","0.00611","491675.02","68000","7.23","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"9697","CAPCOM LTD","Communication","Equity","491439.18","0.0061","491439.18","27300","18","Japan","Tokyo Stock Exchange","USD","160.265","--"
"SYENS","SYENSQO NV","Materials","Equity","490107.26","0.00609","490107.26","6319","77.56","Belgium","Nyse Euronext - Euronext Brussels","USD","0.86513","--"
"BOL","BOLLORE","Energy","Equity","488703.41","0.00607","488703.41","77011","6.35","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"LAND","LAND SECURITIES GROUP REIT PLC","Real Estate","Equity","488873.27","0.00607","488873.27","58199","8.4","United Kingdom","London Stock Exchange","USD","0.74702","--"
"LOTB","LOTUS BAKERIES NV","Consumer Staples","Equity","484923.17","0.00602","484923.17","38","12761.09","Belgium","Nyse Euronext - Euronext Brussels","USD","0.86513","--"
"TUB","FINANCIERE DE TUBIZE SA","Health Care","Equity","482917.91","0.006","482917.91","1834","263.31","Belgium","Nyse Euronext - Euronext Brussels","USD","0.86513","--"
"NIBE B","NIBE INDUSTRIER CLASS B","Industrials","Equity","482644.02","0.00599","482644.02","123054","3.92","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"FSV","FIRSTSERVICE SUBORDINATE VOTING CO","Real Estate","Equity","478323.41","0.00594","478323.41","3393","140.97","Canada","Toronto Stock Exchange","USD","1.39175","--"
"83","SINO LAND LTD","Real Estate","Equity","478385.67","0.00594","478385.67","322000","1.49","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"DIM","SARTORIUS STEDIM BIOTECH SA","Health Care","Equity","478513.24","0.00594","478513.24","2314","206.79","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","475342.32","0.0059","475342.32","12242","38.83","Canada","Toronto Stock Exchange","USD","1.39175","--"
"7201","NISSAN MOTOR LTD","Consumer Discretionary","Equity","472659.91","0.00587","472659.91","217800","2.17","Japan","Tokyo Stock Exchange","USD","160.265","--"
"AVOL","AVOLTA AG","Consumer Discretionary","Equity","470562.24","0.00584","470562.24","7951","59.18","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"5411","JFE HOLDINGS INC","Materials","Equity","468293.14","0.00582","468293.14","46500","10.07","Japan","Tokyo Stock Exchange","USD","160.265","--"
"ICL","ICL GROUP LTD","Materials","Equity","468122.92","0.00581","468122.92","81874","5.72","Israel","Tel Aviv Stock Exchange","USD","2.92955","--"
"INDT","INDUTRADE","Industrials","Equity","464739.36","0.00577","464739.36","22639","20.53","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"ABVX","ABIVAX SA","Health Care","Equity","464064.37","0.00576","464064.37","4570","101.55","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"NOK","NOK CASH","Cash and/or Derivatives","Cash","461215.81","0.00573","461215.81","4345437","10.61","Norway","--","USD","9.4217","--"
"GJF","GJENSIDIGE FORSIKRING","Financials","Equity","460249.76","0.00572","460249.76","17429","26.41","Norway","Oslo Bors Asa","USD","9.4217","--"
"9CI","CAPITALAND INVESTMENT LTD","Real Estate","Equity","460403.41","0.00572","460403.41","235500","1.96","Singapore","Singapore Exchange","USD","1.289","--"
"SDR","SCHRODERS PLC","Financials","Equity","459566.68","0.00571","459566.68","58735","7.82","United Kingdom","London Stock Exchange","USD","0.74702","--"
"BMED","BANCA MEDIOLANUM","Financials","Equity","458532.87","0.0057","458532.87","20291","22.6","Italy","Borsa Italiana","USD","0.86513","--"
"IDR","INDRA SISTEMAS SA","Information Technology","Equity","459155.38","0.0057","459155.38","7165","64.08","Spain","Bolsa De Madrid","USD","0.86513","--"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Consumer Discretionary","Equity","456221.33","0.00567","456221.33","12911","35.34","Germany","Xetra","USD","0.86513","Jan 02, 1990"
"4091","NIPPON SANSO HOLDINGS CORP","Materials","Equity","456597.51","0.00567","456597.51","13100","34.85","Japan","Tokyo Stock Exchange","USD","160.265","--"
"1997","WHARF REAL ESTATE INVESTMENT COMPA","Real Estate","Equity","448937.76","0.00558","448937.76","154000","2.92","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"LUG","LUNDIN GOLD INC","Materials","Equity","448021.51","0.00556","448021.51","7993","56.05","Canada","Toronto Stock Exchange","USD","1.39175","--"
"COH","COCHLEAR LTD","Health Care","Equity","444056.13","0.00552","444056.13","6243","71.13","Australia","Asx - All Markets","USD","1.41223","--"
"IGM","IGM FINANCIAL INC","Financials","Equity","444680.18","0.00552","444680.18","7633","58.26","Canada","Toronto Stock Exchange","USD","1.39175","--"
"OPCE","OPC ENERGY LTD","Utilities","Equity","442438.94","0.0055","442438.94","11677","37.89","Israel","Tel Aviv Stock Exchange","USD","2.92955","--"
"1928","SANDS CHINA LTD","Consumer Discretionary","Equity","436410.14","0.00542","436410.14","224800","1.94","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"F34","WILMAR INTERNATIONAL LTD","Consumer Staples","Equity","431876.65","0.00536","431876.65","162300","2.66","Singapore","Singapore Exchange","USD","1.289","--"
"INPST","INPOST SA","Industrials","Equity","428365.81","0.00532","428365.81","24127","17.75","Netherlands","Euronext Amsterdam","USD","0.86513","--"
"CU","CANADIAN UTILITIES LTD CLASS A","Utilities","Equity","421797.1","0.00524","421797.1","11506","36.66","Canada","Toronto Stock Exchange","USD","1.39175","--"
"SW","SODEXO SA","Consumer Discretionary","Equity","420016.22","0.00522","420016.22","7323","57.36","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"EVK","EVONIK INDUSTRIES AG","Materials","Equity","418931.96","0.0052","418931.96","22823","18.36","Germany","Xetra","USD","0.86513","--"
"EMP.A","EMPIRE LTD CLASS A","Consumer Staples","Equity","416379.74","0.00517","416379.74","11707","35.57","Canada","Toronto Stock Exchange","USD","1.39175","--"
"3659","NEXON LTD","Communication","Equity","415561.73","0.00516","415561.73","29600","14.04","Japan","Tokyo Stock Exchange","USD","160.265","--"
"EDPR","EDP RENEWABLES SA","Utilities","Equity","412989.18","0.00513","412989.18","25466","16.22","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.86513","--"
"BCVN","BC VAUD N","Financials","Equity","413314.36","0.00513","413314.36","2784","148.46","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","406955.45","0.00505","406955.45","566380","71.85","Canada","--","USD","1.39175","--"
"4768","OTSUKA CORP","Information Technology","Equity","406121.11","0.00504","406121.11","22000","18.46","Japan","Tokyo Stock Exchange","USD","160.265","--"
"RAA","RATIONAL AG","Industrials","Equity","406150.89","0.00504","406150.89","534","760.58","Germany","Xetra","USD","0.86513","--"
"BKW","BKW N AG","Utilities","Equity","401420.01","0.00499","401420.01","2179","184.22","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"BMW3","BMW PREF AG","Consumer Discretionary","Equity","401825.98","0.00499","401825.98","4952","81.14","Germany","Xetra","USD","0.86513","--"
"7181","JAPAN POST INSURANCE LTD","Financials","Equity","397641.41","0.00494","397641.41","44800","8.88","Japan","Tokyo Stock Exchange","USD","160.265","--"
"VER","VERBUND AG","Utilities","Equity","397758.25","0.00494","397758.25","5798","68.6","Austria","Wiener Boerse Ag","USD","0.86513","--"
"CPR","DAVIDE CAMPARI MILANO NV","Consumer Staples","Equity","396616.18","0.00493","396616.18","62115","6.39","Italy","Borsa Italiana","USD","0.86513","--"
"9435","HIKARI TSUSHIN INC","Industrials","Equity","391308.15","0.00486","391308.15","1700","230.18","Japan","Tokyo Stock Exchange","USD","160.265","--"
"MEL","MERIDIAN ENERGY LTD","Utilities","Equity","389354.22","0.00484","389354.22","113090","3.44","New Zealand","New Zealand Exchange Ltd","USD","1.71659","--"
"FUTU","FUTU HOLDINGS ADR LTD","Financials","Equity","387601.34","0.00481","387601.34","4198","92.33","Hong Kong","NASDAQ","USD","1","--"
"MAP","MAPFRE SA","Financials","Equity","384510.08","0.00478","384510.08","84903","4.53","Spain","Bolsa De Madrid","USD","0.86513","--"
"4151","KYOWA KIRIN LTD","Health Care","Equity","379917.01","0.00472","379917.01","26600","14.28","Japan","Tokyo Stock Exchange","USD","160.265","--"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financials","Equity","378841.57","0.00471","378841.57","6598","57.42","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"3003","HULIC LTD","Real Estate","Equity","377150.34","0.00468","377150.34","36500","10.33","Japan","Tokyo Stock Exchange","USD","160.265","--"
"DIE","DIETEREN (D) SA","Consumer Discretionary","Equity","373267.39","0.00464","373267.39","1986","187.95","Belgium","Nyse Euronext - Euronext Brussels","USD","0.86513","--"
"AAF","AIRTEL AFRICA PLC","Communication","Equity","372353.76","0.00462","372353.76","81907","4.55","United Kingdom","London Stock Exchange","USD","0.74702","--"
"SAGA B","SAGAX CLASS B","Real Estate","Equity","366965.04","0.00456","366965.04","21821","16.82","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"DEMANT","DEMANT","Health Care","Equity","366233.6","0.00455","366233.6","9390","39","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.46625","--"
"BZU","BUZZI","Materials","Equity","362336.27","0.0045","362336.27","7076","51.21","Italy","Borsa Italiana","USD","0.86513","--"
"NEM","NEMETSCHEK","Information Technology","Equity","355801.28","0.00442","355801.28","4776","74.5","Germany","Xetra","USD","0.86513","--"
"9602","TOHO (TOKYO) LTD","Communication","Equity","356112.69","0.00442","356112.69","47600","7.48","Japan","Tokyo Stock Exchange","USD","160.265","--"
"VAR","VAR ENERGI","Energy","Equity","346666.79","0.00431","346666.79","68074","5.09","Norway","Oslo Bors Asa","USD","9.4217","--"
"EVD","CTS EVENTIM AG","Communication","Equity","344832.94","0.00428","344832.94","5494","62.77","Germany","Xetra","USD","0.86513","--"
"SALM","SALMAR","Consumer Staples","Equity","343920.1","0.00427","343920.1","6068","56.68","Norway","Oslo Bors Asa","USD","9.4217","--"
"7550","ZENSHO HOLDINGS LTD","Consumer Discretionary","Equity","338559.26","0.00421","338559.26","7200","47.02","Japan","Tokyo Stock Exchange","USD","160.265","--"
